3121	3160
3134	3164
3127	3159
3107	3157
3157	3134
3126	3149
3127	3151
3122	3156
3144	3145
3110	3157
3122	3153
3107	3162
3146	3140
3150	3133
3147	3135
3139	3139
3130	3141
3123	3144
3116	3147
3137	3131
3144	3125
3134	3129
3126	3136
3145	3121
3127	3120
3124	3134
3148	3112
3103	3155
3096	3162
3132	3123
3122	3130
3124	3134
3114	3140
3109	3152
3108	3144
3124	3130
3113	3140
3118	3128
3127	3129
3122	3133
3111	3152
3108	3151
3115	3149
3147	3105
3119	3143
3115	3146
3107	3171
3119	3137
3115	3142
3119	3135
3125	3137
3116	3174
3114	3166
3125	3126
3115	3172
3121	3171
3115	3171
3137	3089
3124	3159
3134	3160
3133	3171
3125	3104
3132	3151
3128	3104
3132	3136
3140	3174
3130	3126
3137	3138
3136	3140
3132	3125
3130	3119
3141	3137
3110	3094
3159	3162
3140	3132
3149	3141
3165	3155
3139	3129
3107	3094
3159	3141
3133	3112
3086	3089
3153	3142
3173	3140
3142	3119
3110	3103
3138	3114
3152	3115
3165	3104
3130	3103
3120	3101
3069	3100
3113	3100
3145	3100
3072	3112
3105	3106
3098	3108
3084	3112
3144	3109
3069	3118
3126	3092
3100	3093
3119	3112
3093	3113
3146	3079
3093	3120
3089	3119
3067	3158
3088	3122
3095	3106
3084	3127
3088	3122
3090	3123
3088	3128
3093	3117
3094	3116
3088	3125
3098	3087
3081	3159
3082	3155
3080	3133
3088	3153
3093	3123
3094	3167
3093	3128
3093	3138
3096	3173
3095	3137
3101	3152
3097	3137
3104	3155
3095	3125
3101	3143
3104	3162
3106	3155
3117	3174
3112	3157
3109	3153
3085	3117
3110	3143
3098	3139
2076	3085
2075	4095
2329	2081
4095	2075
4095	2965
3218	2934
2689	2965
2427	3086
2367	3276
2361	3501
2474	3729
2783	3848
3049	3959
3286	3982
3539	3980
3810	3837
4012	3613
4095	3323
4095	3005
4013	2696
3979	2464
3705	2235
3341	2176
3061	2170
2821	2263
2613	2430
2457	2598
2343	2802
2291	3019
2355	3247
2402	3419
2492	3585
2617	3735
2813	3823
2993	3861
3179	3886
3373	3872
3577	3885
3809	3787
4047	3500
4095	3157
4095	2755
3979	2376
3599	2124
3262	2079
2877	2194
2606	2420
2491	2666
2492	2891
2499	3018
2750	3447
3017	3765
3126	3826
3161	3743
3165	3693
3123	3659
3007	3599
2861	3527
2721	3414
2682	3208
2659	3041
2713	2912
2784	2835
2815	2792
2843	2715
2963	2664
3105	2651
3175	2571
3291	2455
3507	2534
3680	2681
3807	2818
3752	3116
3662	3281
3561	3370
3507	3389
3514	3408
3567	3459
3399	3562
3280	3629
3102	3606
3048	3575
3027	3583
2949	3571
2870	3548
2790	3513
2722	3420
2657	3363
2574	3338
2598	3173
2604	3103
2644	3013
2546	2948
2560	2794
2647	2619
2808	2496
2948	2382
3133	2324
3351	2433
4095	3283
4095	2075
4095	4095
4095	4095
3948	3559
3187	3075
2848	2947
2740	2943
2797	2932
2783	3019
2925	2973
2920	3061
2959	3092
3005	3088
3037	3100
3063	3098
3061	3123
3099	3072
3095	3069
3054	3168
3076	3146
3076	3138
3078	3124
3089	3124
3081	3167
3084	3166
3106	3068
3097	3131
3077	3173
3084	3126
3089	3160
3093	3141
3108	3138
3095	3106
3095	3120
3090	3121
3100	3173
3089	3117
3085	3109
3092	3147
3103	3174
3111	3181
3110	3182
3088	3125
3099	3154
3094	3129
3133	3196
3105	3152
3078	3110
3101	3161
3086	3131
3120	3167
3120	3167
3103	3164
3112	3157
3105	3146
3071	3125
3114	3158
3126	3160
3140	3172
3098	3145
3135	3164
3107	3152
3096	3144
3100	3143
3099	3158
3137	3159
3139	3157
3078	3147
3071	3146
3131	3155
3108	3158
3085	3152
3127	3155
3106	3157
3119	3160
3147	3153
3157	3147
3112	3156
3078	3169
3150	3147
3126	3157
3089	3167
3084	3176
3151	3137
3104	3166
3130	3154
3111	3171
3142	3155
3123	3165
3133	3154
3133	3179
3108	3187
3137	3165
3186	3084
3108	3205
3151	3128
3135	3165
3113	3227
3125	3214
3152	3139
3163	3081
3150	3146
3149	3152
3142	3165
3150	3151
3152	3168
3156	3174
3150	3118
3154	3136
3141	3106
3158	3147
3151	3125
3164	3154
3174	3166
3163	3142
3135	3090
3172	3136
3168	3128
3152	3105
3128	3089
3158	3110
3173	3120
3139	3106
3203	3137
3137	3100
3148	3101
3105	3091
3200	3117
3165	3106
3114	3093
3163	3097
3085	3085
3088	3093
3158	3089
3070	3097
3096	3096
3112	3097
3158	3082
3149	3083
3092	3122
3095	3098
3127	3085
3116	3086
3085	3107
3044	3128
3095	3103
3140	3067
3109	3088
3014	3180
3078	3128
3098	3091
3134	3064
3117	3079
3095	3126
3095	3132
3100	3120
3083	3119
3079	3131
3073	3160
3080	3141
3075	3165
3074	3107
3078	3142
3087	3137
3089	3142
3089	3140
3085	3139
3084	3133
3085	3124
3087	3125
3095	3163
3095	3163
3088	3138
3085	3126
3089	3145
3104	3175
3098	3163
3091	3140
3071	3116
3122	3196
3078	3122
3106	3162
3098	3155
3077	3126
3117	3171
3119	3173
3111	3167
3090	3146
3082	3145
3116	3167
3097	3155
3082	3150
3119	3164
3074	3151
3137	3171
3094	3161
3158	3174
3132	3169
3147	3166
3128	3158
3068	3152
3115	3164
3074	3159
3065	3164
3075	3167
3172	3155
3133	3164
3114	3168
3075	3178
3110	3171
3122	3159
3131	3158
3136	3155
3112	3171
3151	3156
3125	3169
3139	3155
3140	3159
3172	3134
3164	3126
3149	3144
3100	3206
3139	3149
3137	3162
3122	3230
3140	3166
4095	3518
4095	2077
3010	4095
2078	2080
2081	2083
2080	2415
2897	3912
